minimum_cell_size_m,mesh_cells,dc_relative_rms_vs_2p5m_percent,ip_relative_rms_vs_2p5m_percent
20.0,1106,5.5725913114119745,7.828247029075734
10.0,2744,19.8704204410365,19.554869959412553
5.0,7862,0.43524255427941855,0.5614782885467936
2.5,23780,0.0,0.0
