target_top_depth_m,dc_rms_snr,ip_rms_snr,tdem_rms_snr
60.0,1.899298287530985,0.21549206524470624,684.9250636714473
80.0,0.8855377991391874,0.12176179096001424,527.5175671828293
100.0,0.4727724900256506,0.07947426613854094,419.3531449887275
140.0,0.18399147249066516,0.04070827335309874,282.55180622876645
180.0,0.09421110359989432,0.02344025749252331,201.64055000234353
